id,target
0,0.04058
1,0.02745
2,0.03138
3,0.03460
4,0.02576
5,0.03017
6,0.05028
8,0.02294
10,0.07101
11,0.03373
12,0.03447
14,0.02483
15,0.04561
18,0.05286
21,0.02733
23,0.03004
24,0.03589
25,0.03961
27,0.02548
29,0.07204
30,0.02817
31,0.02984
32,0.05937
33,0.02816
37,0.03237
38,0.03271
39,0.03481
40,0.03638
41,0.03139
42,0.02811
44,0.02543
45,0.04003
47,0.03373
49,0.02900
51,0.03376
52,0.03041
53,0.02764
54,0.09245
55,0.02047
56,0.03187
57,0.03169
59,0.06368
60,0.04023
62,0.02789
63,0.05178
67,0.04373
68,0.01960
69,0.03997
70,0.03853
71,0.05546
73,0.07486
75,0.03103
76,0.03088
81,0.02321
82,0.02277
83,0.02965
86,0.03968
87,0.04540
88,0.04238
91,0.02308
92,0.04205
94,0.02121
97,0.02785
100,0.04026
102,0.02289
103,0.02475
105,0.03278
106,0.04817
108,0.04155
113,0.05753
114,0.02126
115,0.03984
118,0.03819
122,0.02472
124,0.04867
126,0.02512
128,0.02542
129,0.04315
130,0.05887
131,0.02914
132,0.03687
133,0.01719
134,0.03991
135,0.03647
136,0.02241
139,0.02431
140,0.02987
141,0.05867
146,0.02623
148,0.05149
151,0.01858
152,0.06859
154,0.03083
157,0.02419
158,0.02025
159,0.05766
161,0.03789
164,0.04360
165,0.05470
167,0.03001
168,0.03781
169,0.02440
171,0.02445
172,0.07799
173,0.02850
174,0.02973
175,0.04671
176,0.04481
178,0.04686
179,0.04006
180,0.02554
181,0.03462
182,0.04654
183,0.05325
184,0.03785
185,0.06402
187,0.02063
188,0.03389
190,0.02042
191,0.02721
192,0.03945
195,0.04777
196,0.03847
198,0.06128
201,0.02304
202,0.02614
203,0.02687
204,0.02750
207,0.02853
213,0.03113
219,0.02791
220,0.03613
222,0.03765
226,0.02901
228,0.04937
230,0.03701
231,0.01972
232,0.03051
233,0.04842
234,0.03102
236,0.03498
237,0.03854
238,0.05888
240,0.03543
241,0.02615
242,0.04068
243,0.04336
245,0.02530
246,0.05613
247,0.02568
249,0.06014
250,0.03091
251,0.02178
252,0.02698
253,0.03054
254,0.05435
255,0.08196
256,0.03106
257,0.02800
258,0.04252
259,0.03951
260,0.02982
262,0.02094
267,0.03758
268,0.02582
270,0.02856
272,0.02935
273,0.02596
274,0.02513
275,0.02708
276,0.02740
277,0.03108
278,0.04889
279,0.03800
281,0.03843
282,0.02474
283,0.03223
287,0.04892
288,0.05236
289,0.03961
290,0.02570
291,0.03416
292,0.05334
293,0.03326
294,0.02159
295,0.01884
296,0.07688
297,0.03008
298,0.03413
299,0.03421
300,0.04365
303,0.03970
304,0.04440
308,0.02367
314,0.06629
315,0.02817
317,0.03184
318,0.05259
320,0.07769
322,0.02597
323,0.02797
327,0.03594
329,0.05686
331,0.03122
332,0.06491
333,0.03944
334,0.02396
335,0.03129
336,0.04223
337,0.03747
341,0.04367
343,0.02760
345,0.07152
347,0.04133
348,0.02728
349,0.02612
352,0.03164
353,0.01985
354,0.06374
355,0.02893
356,0.04469
357,0.02387
358,0.03411
359,0.02496
361,0.04660
362,0.04265
365,0.03862
366,0.05715
368,0.05297
369,0.03231
371,0.02490
373,0.04381
376,0.06955
377,0.03634
379,0.07514
381,0.02496
382,0.03221
383,0.03223
384,0.05252
385,0.05350
386,0.03901
387,0.02850
388,0.08650
390,0.03757
391,0.03748
392,0.07816
393,0.02327
394,0.02588
396,0.03500
400,0.04734
402,0.02655
403,0.03894
405,0.03755
407,0.05365
409,0.03409
411,0.03156
412,0.01131
414,0.07149
415,0.03154
416,0.02208
418,0.03575
419,0.02545
421,0.02819
422,0.03650
423,0.02793
424,0.05032
426,0.02294
427,0.05035
428,0.03954
436,0.05764
438,0.02672
442,0.02620
443,0.02664
445,0.04090
446,0.04546
447,0.02674
450,0.04941
452,0.02078
453,0.03928
455,0.02420
458,0.06759
459,0.02124
461,0.03340
463,0.02991
467,0.04294
470,0.02772
471,0.03067
472,0.03848
476,0.04789
477,0.04229
481,0.03627
482,0.06880
483,0.09103
485,0.02554
487,0.03731
488,0.02031
490,0.02113
492,0.03430
494,0.08399
497,0.04710
499,0.03905
500,0.03033
501,0.02835
503,0.03949
505,0.02319
506,0.04801
507,0.04192
509,0.04019
510,0.03302
511,0.03333
512,0.02743
514,0.03940
515,0.04241
516,0.03989
517,0.09481
519,0.05104
520,0.06097
521,0.02727
522,0.06027
523,0.04245
527,0.04727
530,0.02762
532,0.02145
534,0.04151
536,0.04975
539,0.03163
543,0.02931
547,0.03451
550,0.03369
551,0.07526
552,0.03147
553,0.05381
555,0.02469
556,0.02361
557,0.02849
558,0.04734
559,0.02670
560,0.03309
561,0.02324
565,0.02594
566,0.03112
567,0.03375
571,0.02144
572,0.03558
574,0.02897
575,0.02471
576,0.03464
577,0.03065
578,0.02866
579,0.03608
581,0.04443
587,0.05434
589,0.03073
590,0.06187
591,0.05446
592,0.03351
593,0.01881
594,0.05290
595,0.03853
596,0.02806
597,0.03701
598,0.07119
600,0.02923
602,0.03684
605,0.02752
606,0.03457
607,0.03501
612,0.02584
613,0.02851
614,0.02440
615,0.03163
616,0.03353
617,0.03931
618,0.10002
620,0.01749
621,0.03621
622,0.02727
623,0.04570
628,0.03079
631,0.03710
632,0.02645
633,0.03793
634,0.07869
635,0.05543
637,0.03475
638,0.06984
640,0.02373
643,0.03730
644,0.04980
645,0.04050
646,0.02678
649,0.03860
651,0.05452
653,0.02444
654,0.04884
655,0.05762
656,0.06216
658,0.05553
659,0.02941
661,0.04078
662,0.03476
663,0.02846
664,0.03399
665,0.06474
667,0.02701
668,0.06479
671,0.06089
673,0.05318
674,0.03162
675,0.02309
676,0.03808
677,0.02859
678,0.03125
679,0.04859
680,0.03920
681,0.06291
682,0.02608
683,0.02755
684,0.02678
686,0.04286
687,0.04090
688,0.04339
690,0.03907
691,0.02098
692,0.06727
693,0.03614
694,0.04129
695,0.02809
696,0.02079
698,0.05267
699,0.03987
702,0.05640
703,0.02030
705,0.04857
706,0.02884
707,0.03406
708,0.02348
709,0.04369
710,0.06385
713,0.02137
714,0.03126
715,0.02990
716,0.06243
717,0.04621
718,0.02940
719,0.02363
720,0.04556
721,0.03426
723,0.03689
724,0.03304
726,0.05104
728,0.07080
730,0.02465
732,0.03741
734,0.02939
735,0.02813
737,0.03106
738,0.03359
741,0.04604
742,0.03181
743,0.05548
746,0.02676
747,0.03612
749,0.02694
750,0.06462
752,0.05120
755,0.05781
757,0.02123
758,0.04143
759,0.02460
765,0.03075
766,0.02090
767,0.06742
768,0.03345
769,0.03945
770,0.04398
771,0.02488
772,0.02175
773,0.05725
775,0.05107
776,0.03981
778,0.02105
779,0.02957
780,0.05989
782,0.03468
783,0.05826
784,0.03954
785,0.01836
786,0.03066
788,0.05491
789,0.02836
792,0.04231
793,0.02307
794,0.04434
797,0.05213
798,0.02180
799,0.05497
800,0.06520
801,0.05537
802,0.03290
805,0.02125
807,0.02318
808,0.02177
811,0.04119
813,0.02513
814,0.02695
815,0.04418
816,0.07800
817,0.02125
819,0.01716
821,0.02644
823,0.04638
825,0.06076
826,0.02527
827,0.03648
828,0.02775
830,0.03083
831,0.04426
833,0.03269
834,0.02702
835,0.02568
836,0.03012
837,0.04618
838,0.04236
840,0.03238
842,0.01851
844,0.02658
845,0.03032
847,0.07949
848,0.07966
850,0.03993
851,0.02685
852,0.03755
853,0.07929
855,0.05106
856,0.08813
857,0.03015
859,0.04778
860,0.05758
862,0.04846
863,0.03503
864,0.02052
867,0.02668
868,0.03859
869,0.02014
871,0.02766
873,0.04245
875,0.02986
876,0.03782
877,0.03494
879,0.03562
880,0.08406
883,0.01915
884,0.02807
885,0.02684
886,0.02897
887,0.02300
888,0.02018
891,0.04669
893,0.03012
895,0.03989
897,0.02655
898,0.05890
901,0.02520
902,0.02553
904,0.07455
905,0.02035
907,0.04355
908,0.03294
909,0.03611
910,0.02794
911,0.03229
913,0.03973
914,0.02878
915,0.03513
916,0.03395
917,0.01905
919,0.03626
920,0.02408
923,0.02751
924,0.04023
925,0.05037
926,0.02889
928,0.01769
929,0.02451
932,0.03540
935,0.04363
936,0.06161
937,0.05167
938,0.03537
939,0.04173
940,0.02497
941,0.02730
944,0.04804
945,0.02022
946,0.04037
947,0.03004
949,0.02086
950,0.04697
952,0.02224
953,0.04536
955,0.04300
956,0.02604
957,0.02799
960,0.03033
961,0.03662
962,0.02513
963,0.03631
964,0.05158
967,0.03993
975,0.04353
976,0.03840
977,0.03096
978,0.04622
980,0.04623
985,0.03573
986,0.04499
987,0.02265
989,0.03837
992,0.03109
994,0.03994
995,0.03093
996,0.01804
997,0.04134
998,0.03209
999,0.08994
1000,0.02943
1004,0.03373
1005,0.04762
1006,0.03851
1007,0.07705
1010,0.03869
1011,0.05969
1012,0.02252
1013,0.02677
1014,0.02374
1016,0.05849
1018,0.04583
1019,0.01854
1020,0.02964
1022,0.01931
1023,0.03609
1024,0.02778
1025,0.02563
1029,0.03424
1031,0.04963
1032,0.02564
1033,0.02998
1034,0.05328
1035,0.05057
1036,0.03616
1037,0.03222
1038,0.04009
1039,0.03000
1041,0.03193
1043,0.02409
1049,0.02968
1050,0.08167
1051,0.03551
1052,0.04399
1053,0.03243
1054,0.03208
1056,0.02843
1057,0.05647
1060,0.08146
1061,0.04132
1062,0.02913
1063,0.02685
1064,0.02177
1065,0.02481
1066,0.03577
1068,0.04973
1073,0.04186
1075,0.03593
1079,0.02798
1081,0.03618
1083,0.04600
1085,0.02480
1086,0.03180
1087,0.02577
1088,0.01859
1089,0.02697
1090,0.06221
1091,0.03948
1092,0.04202
1095,0.02364
1098,0.04663
1099,0.04670
1100,0.06464
1101,0.03712
1103,0.05644
1104,0.04733
1106,0.02617
1107,0.03006
1108,0.04596
1109,0.02142
1113,0.03941
1114,0.03931
1116,0.03135
1117,0.03648
1118,0.02602
1119,0.02989
1120,0.03597
1121,0.05762
1122,0.03303
1123,0.02575
1125,0.02091
1126,0.02717
1127,0.02506
1128,0.02756
1129,0.05384
1130,0.03717
1132,0.03209
1133,0.05712
1136,0.02486
1137,0.03791
1140,0.03354
1142,0.03440
1144,0.03178
1145,0.05799
1146,0.04592
1148,0.05248
1150,0.03531
1151,0.02244
1153,0.06629
1154,0.04682
1155,0.03336
1156,0.07685
1157,0.03781
1158,0.02910
1160,0.02573
1161,0.05181
1167,0.03058
1168,0.02864
1170,0.02340
1171,0.02914
1173,0.04566
1174,0.04430
1175,0.03104
1176,0.02232
1177,0.02155
1178,0.05592
1179,0.02665
1180,0.02794
1181,0.03667
1182,0.04372
1183,0.02609
1185,0.05470
1188,0.02961
1189,0.03066
1190,0.05393
1191,0.05116
1192,0.07817
1194,0.01969
1197,0.02555
1198,0.03575
1199,0.06309
1200,0.02783
1203,0.05226
1204,0.06066
1207,0.02955
1208,0.04412
1209,0.03244
1210,0.05572
1211,0.04259
1213,0.03191
1214,0.02573
1215,0.02810
1216,0.08265
1217,0.03993
1218,0.03378
1219,0.02304
1223,0.04708
1225,0.02554
1226,0.03288
1228,0.04127
1229,0.04252
1231,0.05826
1232,0.05454
1233,0.04445
1235,0.03804
1238,0.02399
1239,0.03024
1240,0.05215
1241,0.02974
1242,0.03910
1243,0.02999
1244,0.03076
1246,0.04479
1249,0.05183
1250,0.02745
1252,0.02878
1254,0.03955
1255,0.01793
1256,0.03580
1257,0.02321
1258,0.05095
1259,0.03366
1260,0.03559
1262,0.03986
1263,0.02157
1264,0.02175
1265,0.09661
1266,0.02750
1269,0.03144
1270,0.03239
1271,0.02719
1272,0.04318
1273,0.02707
1274,0.03726
1277,0.01994
1278,0.03134
1281,0.02778
1282,0.05551
1283,0.02788
1284,0.03215
1285,0.03414
1286,0.04718
1289,0.04197
1291,0.02566
1292,0.01944
1293,0.04119
1294,0.04561
1295,0.04944
1297,0.02532
1298,0.06081
1301,0.03961
1304,0.04838
1305,0.03149
1307,0.05842
1308,0.03806
1309,0.05563
1313,0.05662
1314,0.03189
1316,0.01362
1317,0.02201
1318,0.03494
1320,0.04098
1321,0.02272
1322,0.04602
1323,0.02918
1325,0.02290
