id,target
0,0.03107
1,0.02914
2,0.02872
3,0.04485
4,0.02508
5,0.03285
6,0.03675
8,0.01524
10,0.05550
11,0.03758
12,0.01795
14,0.02387
15,0.08467
18,0.03311
21,0.03001
23,0.03438
24,0.02738
25,0.03122
27,0.03726
29,0.07133
30,0.02316
31,0.06183
32,0.04460
33,0.03385
37,0.05008
38,0.02741
39,0.04141
40,0.04759
41,0.02990
42,0.02877
44,0.02969
45,0.03826
47,0.05955
49,0.02579
51,0.03244
52,0.01960
53,0.03057
54,0.10320
55,0.01968
56,0.02749
57,0.08984
59,0.05337
60,0.04749
62,0.02836
63,0.07530
67,0.04331
68,0.01983
69,0.06368
70,0.03678
71,0.03639
73,0.13268
75,0.02584
76,0.02611
81,0.04423
82,0.02525
83,0.03000
86,0.03893
87,0.03730
88,0.02628
91,0.03131
92,0.06665
94,0.02500
97,0.02622
100,0.03356
102,0.03888
103,0.02400
105,0.03630
106,0.05129
108,0.03331
113,0.06773
114,0.02444
115,0.05864
118,0.04681
122,0.02005
124,0.05382
126,0.03138
128,0.03594
129,0.05843
130,0.09255
131,0.03539
132,0.05845
133,0.02016
134,0.04283
135,0.03894
136,0.01592
139,0.03060
140,0.02802
141,0.07355
146,0.01877
148,0.02617
151,0.02420
152,0.05368
154,0.02397
157,0.02139
158,0.01696
159,0.05789
161,0.02971
164,0.07291
165,0.04909
167,0.02667
168,0.04697
169,0.02386
171,0.02363
172,0.08313
173,0.02501
174,0.03925
175,0.04770
176,0.03565
178,0.03436
179,0.02635
180,0.02505
181,0.03175
182,0.04326
183,0.06536
184,0.03690
185,0.10575
187,0.02631
188,0.01842
190,0.01909
191,0.03228
192,0.05849
195,0.03072
196,0.02982
198,0.03849
201,0.01953
202,0.03013
203,0.01962
204,0.02050
207,0.02651
213,0.02655
219,0.03098
220,0.03382
222,0.03856
226,0.02568
228,0.06424
230,0.03715
231,0.02053
232,0.03314
233,0.03768
234,0.02355
236,0.03178
237,0.02859
238,0.05678
240,0.02557
241,0.02027
242,0.03100
243,0.07612
245,0.05598
246,0.09638
247,0.02745
249,0.08932
250,0.04197
251,0.01793
252,0.03466
253,0.02956
254,0.08486
255,0.04008
256,0.02248
257,0.02571
258,0.03551
259,0.06334
260,0.02575
262,0.02046
267,0.03276
268,0.02669
270,0.01756
272,0.02267
273,0.02321
274,0.02867
275,0.04519
276,0.03524
277,0.03577
278,0.04546
279,0.03565
281,0.03879
282,0.03565
283,0.02335
287,0.05855
288,0.03336
289,0.04315
290,0.02892
291,0.02672
292,0.06164
293,0.03089
294,0.03264
295,0.02242
296,0.10087
297,0.02315
298,0.03393
299,0.05689
300,0.02891
303,0.03122
304,0.03416
308,0.02461
314,0.04343
315,0.03584
317,0.03111
318,0.08654
320,0.10129
322,0.03388
323,0.02573
327,0.05751
329,0.03503
331,0.03122
332,0.09441
333,0.05013
334,0.02432
335,0.02754
336,0.03469
337,0.03052
341,0.04472
343,0.03269
345,0.06912
347,0.03173
348,0.04487
349,0.02643
352,0.03252
353,0.01452
354,0.03521
355,0.04079
356,0.04032
357,0.02630
358,0.04490
359,0.03877
361,0.05569
362,0.03350
365,0.04825
366,0.04817
368,0.05061
369,0.02849
371,0.03216
373,0.04988
376,0.08347
377,0.03586
379,0.10252
381,0.02084
382,0.02976
383,0.02331
384,0.04420
385,0.03274
386,0.02893
387,0.02157
388,0.10187
390,0.03572
391,0.03095
392,0.05897
393,0.02721
394,0.03113
396,0.02968
400,0.04091
402,0.07278
403,0.04273
405,0.04181
407,0.04603
409,0.04920
411,0.02585
412,0.01569
414,0.09079
415,0.03052
416,0.02408
418,0.03021
419,0.02370
421,0.02104
422,0.10262
423,0.04276
424,0.06745
426,0.02275
427,0.03005
428,0.05054
436,0.03172
438,0.02302
442,0.03254
443,0.02015
445,0.03025
446,0.04652
447,0.03697
450,0.05113
452,0.02178
453,0.03031
455,0.02769
458,0.07512
459,0.02515
461,0.03034
463,0.02275
467,0.04377
470,0.02377
471,0.02904
472,0.03966
476,0.04578
477,0.03043
481,0.02673
482,0.04299
483,0.09083
485,0.02876
487,0.04711
488,0.02366
490,0.03095
492,0.02734
494,0.07175
497,0.05359
499,0.03228
500,0.03006
501,0.03158
503,0.02882
505,0.03117
506,0.05416
507,0.03250
509,0.07391
510,0.02772
511,0.03353
512,0.01931
514,0.04091
515,0.02608
516,0.03417
517,0.09731
519,0.05412
520,0.08620
521,0.02715
522,0.06840
523,0.05697
527,0.04797
530,0.04930
532,0.03133
534,0.05500
536,0.03590
539,0.03246
543,0.02353
547,0.03843
550,0.05012
551,0.06445
552,0.02996
553,0.05830
555,0.02963
556,0.02284
557,0.02062
558,0.03396
559,0.01979
560,0.03015
561,0.02382
565,0.02937
566,0.02429
567,0.03237
571,0.02191
572,0.03188
574,0.03207
575,0.02071
576,0.03422
577,0.03754
578,0.03211
579,0.02705
581,0.04670
587,0.04719
589,0.02473
590,0.05383
591,0.06029
592,0.05782
593,0.01980
594,0.06203
595,0.04813
596,0.02946
597,0.04752
598,0.04747
600,0.02379
602,0.02701
605,0.02230
606,0.02091
607,0.02540
612,0.01816
613,0.04190
614,0.03005
615,0.02813
616,0.02683
617,0.02562
618,0.11785
620,0.02141
621,0.03053
622,0.02178
623,0.03402
628,0.02549
631,0.02615
632,0.02846
633,0.04303
634,0.08204
635,0.05375
637,0.05247
638,0.05951
640,0.02498
643,0.03666
644,0.07118
645,0.03661
646,0.02990
649,0.03865
651,0.06798
653,0.02197
654,0.04038
655,0.05734
656,0.04104
658,0.05548
659,0.02419
661,0.03855
662,0.03230
663,0.02674
664,0.04243
665,0.09414
667,0.01843
668,0.07858
671,0.08626
673,0.04190
674,0.03760
675,0.01552
676,0.03953
677,0.02609
678,0.02329
679,0.05807
680,0.08403
681,0.04327
682,0.03322
683,0.02033
684,0.01981
686,0.05976
687,0.03845
688,0.05149
690,0.04571
691,0.03002
692,0.03969
693,0.03079
694,0.03487
695,0.02652
696,0.02338
698,0.04031
699,0.02991
702,0.03508
703,0.02175
705,0.05911
706,0.02897
707,0.02948
708,0.01780
709,0.04255
710,0.07610
713,0.02831
714,0.02589
715,0.04243
716,0.05677
717,0.03146
718,0.02056
719,0.01959
720,0.05610
721,0.02903
723,0.03485
724,0.05289
726,0.03100
728,0.10544
730,0.02448
732,0.03975
734,0.02724
735,0.03403
737,0.02564
738,0.02721
741,0.03747
742,0.02412
743,0.05385
746,0.02046
747,0.04450
749,0.03095
750,0.04811
752,0.03418
755,0.03093
757,0.02315
758,0.02718
759,0.02396
765,0.03100
766,0.01915
767,0.05044
768,0.03629
769,0.03458
770,0.03102
771,0.03613
772,0.01749
773,0.05704
775,0.03966
776,0.03735
778,0.01896
779,0.02764
780,0.05416
782,0.02833
783,0.04884
784,0.05079
785,0.01623
786,0.02422
788,0.07716
789,0.02067
792,0.04279
793,0.01836
794,0.04353
797,0.04512
798,0.01531
799,0.06921
800,0.05408
801,0.04148
802,0.03816
805,0.02034
807,0.02994
808,0.01965
811,0.02835
813,0.02660
814,0.03868
815,0.05478
816,0.10034
817,0.01813
819,0.04132
821,0.01587
823,0.03702
825,0.08668
826,0.02285
827,0.02292
828,0.03084
830,0.02785
831,0.07593
833,0.03328
834,0.04590
835,0.03592
836,0.03000
837,0.06211
838,0.07246
840,0.02321
842,0.01773
844,0.03534
845,0.05979
847,0.05281
848,0.04012
850,0.03292
851,0.02231
852,0.04780
853,0.09272
855,0.04228
856,0.12802
857,0.03195
859,0.03306
860,0.05136
862,0.03358
863,0.04413
864,0.03339
867,0.05452
868,0.03751
869,0.02139
871,0.02510
873,0.03995
875,0.03068
876,0.04199
877,0.06325
879,0.06638
880,0.06010
883,0.02146
884,0.02538
885,0.02853
886,0.02771
887,0.05924
888,0.02207
891,0.04282
893,0.02986
895,0.06723
897,0.02597
898,0.05480
901,0.03278
902,0.02990
904,0.09171
905,0.02075
907,0.03388
908,0.02567
909,0.03654
910,0.02351
911,0.02504
913,0.03763
914,0.03039
915,0.05683
916,0.03529
917,0.03800
919,0.02643
920,0.02620
923,0.01950
924,0.03590
925,0.02489
926,0.02658
928,0.02604
929,0.02898
932,0.02309
935,0.03079
936,0.06011
937,0.03612
938,0.03069
939,0.03002
940,0.01937
941,0.03360
944,0.03649
945,0.01516
946,0.03128
947,0.03121
949,0.03448
950,0.04085
952,0.02378
953,0.04906
955,0.04828
956,0.03796
957,0.02912
960,0.03457
961,0.03020
962,0.02211
963,0.05681
964,0.02296
967,0.02991
975,0.03527
976,0.05077
977,0.01761
978,0.04589
980,0.03404
985,0.04489
986,0.06169
987,0.02815
989,0.03233
992,0.03851
994,0.03438
995,0.03252
996,0.01992
997,0.04733
998,0.02542
999,0.12753
1000,0.02779
1004,0.03807
1005,0.08220
1006,0.03251
1007,0.09643
1010,0.02938
1011,0.06037
1012,0.01957
1013,0.03583
1014,0.03174
1016,0.04671
1018,0.04014
1019,0.02280
1020,0.03660
1022,0.03664
1023,0.02038
1024,0.03550
1025,0.02235
1029,0.03818
1031,0.06495
1032,0.02423
1033,0.02247
1034,0.03739
1035,0.04746
1036,0.03213
1037,0.04541
1038,0.03359
1039,0.02977
1041,0.02637
1043,0.02793
1049,0.04245
1050,0.05653
1051,0.03402
1052,0.03530
1053,0.03038
1054,0.03271
1056,0.05578
1057,0.03457
1060,0.05368
1061,0.04695
1062,0.02050
1063,0.02677
1064,0.04553
1065,0.01877
1066,0.05387
1068,0.04172
1073,0.04647
1075,0.04608
1079,0.02665
1081,0.04766
1083,0.07452
1085,0.01547
1086,0.03980
1087,0.02071
1088,0.02408
1089,0.03885
1090,0.04029
1091,0.02366
1092,0.05240
1095,0.02165
1098,0.02852
1099,0.02494
1100,0.04335
1101,0.04415
1103,0.05638
1104,0.03525
1106,0.01831
1107,0.03970
1108,0.03943
1109,0.02562
1113,0.04348
1114,0.04719
1116,0.02917
1117,0.03114
1118,0.03594
1119,0.05305
1120,0.03697
